dispute_id,description,is_verified_duplicate,is_verified_failed,contains_fraud_keyword,contains_refund_keyword,contains_duplicate_keyword,true_category
D1043,Double charge: Two debits for one purchase at utility bill minutes apart.,1,0,0,0,1,DUPLICATE_CHARGE
D1226,"My payment failed on gateway but amount got deducted, pls reverse. refund not yet received.",0,1,0,1,0,FAILED_TRANSACTION
D1707,Refund pending for a week after I cancelled the order.,0,0,0,1,0,REFUND_PENDING
D1283,"My payment failed on gateway but amount got deducted, pls reverse. pls help",0,1,0,0,0,FAILED_TRANSACTION
D1394,failed transaction but money taken out of my savings account. refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1096,"I see a duplicate transaction of ₹59.99 for same merchant, pls help. Transaction IDs: 702022",1,0,0,0,1,DUPLICATE_CHARGE
D1202,UPI failed but I got debited. Status shows FAILED.,0,0,0,0,0,FAILED_TRANSACTION
D1769,payment unclear — says processed but merchant not received. refund pending.,0,0,0,1,0,OTHERS
D1148,Double charge on card for ₹499 at clothing store. Please refund. Transaction IDs: 794622,1,0,0,1,1,DUPLICATE_CHARGE
D1274,NEFT failed but amount not reversed yet. refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1451,I did not make this payment. This is fraud.,0,0,1,0,0,FRAUD
D1339,NEFT failed but amount not reversed yet.,0,1,0,0,0,FAILED_TRANSACTION
D1684,"Refund pnedingf or a week after I cancellled thee order. Please reverse asap, this is urgent.",0,0,0,1,0,REFUND_PENDING
D1158,"Was charged again for the same order, looks like a duplicate payment.",1,0,0,0,1,DUPLICATE_CHARGE
D1685,refund hasn't come back to my account after the seller cancelled.,0,0,0,1,0,REFUND_PENDING
D1593,"Refund not receive, I'veb een waiting for dyas.",0,0,0,1,0,REFUND_PENDING
D1740,chargeback requested as i don't recognize this card txn.,0,0,0,0,0,OTHERS
D1658,Still waiting for refund after canceled transaction. I have screenshots if needed.,0,0,0,1,0,REFUND_PENDING
D1527,"This looks like fraud, I didn't authorize this debit.",0,0,1,0,0,FRAUD
D1607,"Refund waiting, merchant says refunded but not in my bank.",0,0,0,1,0,REFUND_PENDING
D1500,unauthorized transaction on my card — suspicious charge i didn't do.,0,0,1,0,0,FRAUD
D1449,I didn't authorize this UPI transfer. This is definitely fraud. pls help,0,0,1,0,0,FRAUD
D1127,"Double charge: duplicated chareg fro ₹1,,999 — i onlyy did thhe paaymennt oncce.",0,0,0,0,1,DUPLICATE_CHARGE
D1782,emi card was charged twice this month (not sure why). pls help refund pending.,0,0,0,1,1,OTHERS
D1617,still waiting for refund after canceled transaction.,0,0,0,1,0,REFUND_PENDING
D1654,Refund pending: Rfeun pending for a week aftr I nacelled the oorder.,0,0,0,1,0,REFUND_PENDING
D1292,"My payment failed on gateway but amount got deducted, pls reverse. I have screenshots if needed. refund not yet received.",0,1,0,1,0,FAILED_TRANSACTION
D1335,Transaction shows FAILED but money was debited from my account.,0,1,0,0,0,FAILED_TRANSACTION
D1356,Payment failedbut ban kdebited me; transactionn status s FAIL. refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1680,"Refund not received, I've been waiting for days.",0,0,0,1,0,REFUND_PENDING
D1343,transaction shows failed but money was debited from my account. refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1674,refund hasn't come back ot my accounnt after the sellrecancelled.,0,0,0,1,0,REFUND_PENDING
D1460,"Suspicious txn on my account, please investigate — not me. Please reverse asap, this is urgent.",0,0,1,0,0,FRAUD
D1645,"Refund not received, I've been waiting for days.",0,0,0,1,0,REFUND_PENDING
D1622,"Refund waiting, merchant says refunded but not in my bank.",0,0,0,1,0,REFUND_PENDING
D1750,payment unclear — says processed but merchant not received. pls help,0,0,0,1,0,OTHERS
D1224,"Failed transaction but money taken out of my savings account. Please reverse asap, this is urgent.",0,1,0,0,0,FAILED_TRANSACTION
D1522,i didn't authorize this pui traasfer. this is definiteely fraud.,0,0,1,0,0,FRAUD
D1026,"I see a duplicate transaction of ₹499 for same merchant, pls help. I have screenshots if needed.",1,0,0,0,1,DUPLICATE_CHARGE
D1062,charged twice. 2 entries for same txn id at mobile recharge.,0,0,0,0,1,DUPLICATE_CHARGE
D1277,Transaction shows FAILED but money was debited from my account. refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1576,"Refund pending: still waiting for efund after canceeld transactino. Please reverse asap, this is urgent.",0,0,0,1,0,REFUND_PENDING
D1655,"Refund not received, I've been waiting for days.",0,0,0,1,0,REFUND_PENDING
D1781,payment unclear — says processed but merchant not received.,0,0,0,1,0,OTHERS
D1012,"i see a duplicate transaction of ₹99 for same merchant, pls help. pls help",1,0,0,0,1,DUPLICATE_CHARGE
D1170,Double charge: two debits for one purchase at online marketplace minutes apart. pls help,1,0,0,0,1,DUPLICATE_CHARGE
D1519,i did not make this payment. this is fraud. Transaction IDs: 245295,0,0,1,0,0,FRAUD
D1318,Transaction shows FAILED but money was debited from my account. Transaction IDs: 218152,0,1,0,0,0,FAILED_TRANSACTION
D1199,Double charge on card for ₹1200 at electronics shop. Please refund.,1,0,0,1,1,DUPLICATE_CHARGE
D1340,Payment went through at my end but merchant shows failed—I've been charged. refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1361,payment failed but bank debited me; transaction status is fail. refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1070,"Was charged again for the same order, looks like a duplicate payment.",1,0,0,0,1,DUPLICATE_CHARGE
D1788,emi card was charged twice this month (not sure why).,0,0,0,0,1,OTHERS
D1042,I got charged twice for the same grocery store of ₹750 last night.,1,0,0,0,1,DUPLICATE_CHARGE
D1489,"Suspicious txn on my account, please investigate — not me.",0,0,1,0,0,FRAUD
D1565,Still waiting for refund after canceled transaction. pls help,0,0,0,1,0,REFUND_PENDING
D1525,i didn't authorize this upi transfer. this is definitely fraud.,0,0,1,0,0,FRAUD
D1364,Failed transaction but money taken out of my savings account.,0,1,0,0,0,FAILED_TRANSACTION
D1302,NEFT failed but amount not reversed yet. pls help,0,1,0,0,0,FAILED_TRANSACTION
D1080,"i was debited two times, same txn, same amount. charged twice!",1,0,0,0,1,DUPLICATE_CHARGE
D1444,I didn' tauthorie this UPI transfe.r This sdefinitely fraud.,0,0,1,0,0,FRAUD
D1396,NEFT failed but amount not reversed yet.,0,1,0,0,0,FAILED_TRANSACTION
D1623,"Refund nto received, I've been witing fro days. I contacted merchant but no response.",0,0,0,1,0,REFUND_PENDING
D1359,"My payment failed on gateway but amount got deducted, pls reverse. pls help",0,1,0,0,0,FAILED_TRANSACTION
D1055,"Was charged again for the same order, looks like a duplicate payment. I contacted merchant but no response.",1,0,0,0,1,DUPLICATE_CHARGE
D1384,UPI failed but I got debited. Status shows FAILED.,0,1,0,0,0,FAILED_TRANSACTION
D1303,Transaction shows FAILED but money was debited from my account.,0,1,0,0,0,FAILED_TRANSACTION
D1729,payment unclear — says processed but merchant not received.,0,0,0,1,0,OTHERS
D1150,"i see a duplicate transaction of ₹750 for same merchant, pls help.",1,0,0,0,1,DUPLICATE_CHARGE
D1694,Refund for canceled order not processed yet.,0,0,0,1,0,REFUND_PENDING
D1053,"i got charged twice for the same clothing store of ₹2,300.00 yesterday.",1,0,0,0,1,DUPLICATE_CHARGE
D1426,Payment went through at my end but merchant shows failed—I've been charged.,0,1,0,0,0,FAILED_TRANSACTION
D1134,"Was charged again for the same order, looks like a duplicate payment.",1,0,0,0,1,DUPLICATE_CHARGE
D1475,I did not make this payment. This is fraud.,0,0,1,0,0,FRAUD
D1210,Payment failed but bank debited me; transaction status is FAIL. refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1381,NEFT failed but amount not reversed yet. pls help,0,1,0,0,0,FAILED_TRANSACTION
D1477,"Unauthorised transaction: not my transaction. someone used my card, it's unauthorised.",0,0,1,0,0,FRAUD
D1672,Refund for canceled order not processed yet.,0,0,0,1,0,REFUND_PENDING
D1409,Transactionshows FAILED but moeny as debitd from my acconuut.,0,1,0,0,0,FAILED_TRANSACTION
D1643,"Refund waiting, merchant says refunded but not in my bank. pls help",0,0,0,1,0,REFUND_PENDING
D1259,payment went through at my end but merchant shows failed—i've been charged.,0,1,0,0,0,FAILED_TRANSACTION
D1450,"Unauthorised transaction: Not my transaction. Someone used my card, it's unauthorised. I have the SMS and bank statement.",0,0,1,0,0,FRAUD
D1233,Transaction shows FAILED but money was debited from my account.,0,1,0,0,0,FAILED_TRANSACTION
D1641,Still waiting for refund after canceled transaction.,0,0,0,1,0,REFUND_PENDING
D1758,"Payment stuck in pending, not sure if merchant got it. Please reverse asap, this is urgent.",0,0,0,0,0,OTHERS
D1251,UPI failed but I got debited. Status shows FAILED.,0,1,0,0,0,FAILED_TRANSACTION
D1406,"NEFT failed but amount not reversed yet. Please reverse asap, this is urgent.",0,1,0,0,0,FAILED_TRANSACTION
D1310,Payment went through at my end but merchant shows failed—I've been charged.,0,1,0,0,0,FAILED_TRANSACTION
D1144,"I was debited two times, same txn, same amount. charged twice! pls help",1,0,0,0,1,DUPLICATE_CHARGE
D1605,Refund hasn't come back to my account after the seller cancelled.,0,0,0,1,0,REFUND_PENDING
D1461,"Unauthorised transaction: Not my transaction. Someone used my card, it's unauthorised.",0,0,1,0,0,FRAUD
D1151,"double charge on card for ₹2,300.00 at restaurant. please refund.",0,0,0,1,1,DUPLICATE_CHARGE
D1446,"This looks like fraud, I didn't authorize this debit. I contacted merchant but no response.",0,0,1,0,0,FRAUD
D1221,"My payment failed on gateway but amount got deducted, pls reverse. Please reverse asap, this is urgent.",0,1,0,0,0,FAILED_TRANSACTION
D1017,"was charged again for the same order, looks like a duplicate payment. I contacted merchant but no response.",1,0,0,0,1,DUPLICATE_CHARGE
D1204,Payment went through at my end but merchant shows failed—I've been charged.,0,1,0,0,0,FAILED_TRANSACTION
D1499,Unauthorized transaction on my card — suspicious charge I didn't do.,0,0,1,0,0,FRAUD
D1323,Payment failed but bank debited me; transaction status is FAIL.,0,1,0,0,0,FAILED_TRANSACTION
D1025,"I was debited two times, same txn, same amount. charged twice!",1,0,0,0,1,DUPLICATE_CHARGE
D1383,failed transaction but money taken out of my savings account. refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1307,Payyment went tthrouhg at mye nd but mecant sowhs failed—I've been chargd. I contacted merchant but no response. refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1385,NEFT failed but amount not reversed yet. refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1392,Transactoin showws FFAILED but money was debtedf rom my account. pls help,0,1,0,0,0,FAILED_TRANSACTION
D1423,Failed transaction but money taken out of my savings account.,0,1,0,0,0,FAILED_TRANSACTION
D1619,refund pending for a week after i cancelled the order.,0,0,0,1,0,REFUND_PENDING
D1119,"i see a duplicate transaction of ₹99 for same merchant, pls help.",1,0,0,0,1,DUPLICATE_CHARGE
D1306,Transaction shows FAILED but money was debited from my account.,0,1,0,0,0,FAILED_TRANSACTION
D1698,Refund hasn't come back to my account after the seller cancelled. pls help I have the SMS and bank statement.,0,0,0,1,0,REFUND_PENDING
D1615,"Refund not received, I've been waiting for days.",0,0,0,1,0,REFUND_PENDING
D1076,"Double charge on card for ₹2,300.00 at petrol pump. Please refund.",1,0,0,1,1,DUPLICATE_CHARGE
D1212,"Failed transaction but money taken out of my savings account. Please reverse asap, this is urgent.",0,1,0,0,0,FAILED_TRANSACTION
D1778,Payment unclear — says processed but merchant not received.,0,0,0,1,0,OTHERS
D1130,charged twice. 2 entries for same txn id at utility bill.,1,0,0,0,1,DUPLICATE_CHARGE
D1512,"Suspicious txn on my account, please investigate — not me.",0,0,1,0,0,FRAUD
D1516,"Unauthorised transaction: Not my transaction. Someone used my card, it's unauthorised. Please reverse asap, this is urgent.",0,0,1,0,0,FRAUD
D1751,"Payment stuck in pending, not sure if merchant got it.",0,0,0,0,0,OTHERS
D1418,Transaction shows FAILED but money was debited from my account. refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1537,"suspicious txn on my account, please investigate — not me.",0,0,1,0,0,FRAUD
D1258,NEFT failed but amount not reversed yet. Transaction IDs: 611540,0,1,0,0,0,FAILED_TRANSACTION
D1415,"My payment failed on gateway but amount got deducted, pls reverse.",0,1,0,0,0,FAILED_TRANSACTION
D1592,still waiting for refund after canceled transaction.,0,0,0,1,0,REFUND_PENDING
D1687,"Refund waiting, merchant says refunded but not in my bank.",0,0,0,1,0,REFUND_PENDING
D1363,UPI failed but I got debited. Status shows FAILED.,0,1,0,0,0,FAILED_TRANSACTION
D1533,"Suspicious txn on my account, please investigate — not me.",0,0,1,0,0,FRAUD
D1663,Refund for canceled order not processed yet. pls help,0,0,0,1,0,REFUND_PENDING
D1478,i did not make this payment. this is fraud.,0,0,1,0,0,FRAUD
D1763,emi card was charged twice this month (not sure why).,0,0,0,0,1,OTHERS
D1414,NEFT failed but amount not reversed yet. refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1555,"Suspicious txn on my account, please investigate — not me. I contacted merchant but no response.",0,0,1,0,0,FRAUD
D1564,Refund hasn't come back to my account after the seller cancelled. I have the SMS and bank statement.,0,0,0,1,0,REFUND_PENDING
D1405,UPI failed but I got debited. Status shows FAILED.,0,1,0,0,0,FAILED_TRANSACTION
D1502,Unauthorised transaction: I ddid not make thhispayemnt. This is fradu.,0,0,1,0,0,FRAUD
D1542,I didn't authorize this UPI transfer. This is definitely fraud.,0,0,1,0,0,FRAUD
D1472,"Suspicious txn on my account, please investigate — not me.",0,0,1,0,0,FRAUD
D1295,UPI failed but I got debited. Status shows FAILED.,0,1,0,0,0,FAILED_TRANSACTION
D1001,"double charge on card for ₹2,300.00 at grocery store. please refund.",1,0,0,1,1,DUPLICATE_CHARGE
D1140,"I was debited two times, same txn, same amount. charged twice!",1,0,0,0,1,DUPLICATE_CHARGE
D1387,Failed transaction but money taken out of my savings account. Transaction IDs: 274174,0,1,0,0,0,FAILED_TRANSACTION
D1732,payment unclear — says processed but merchant not received.,0,0,0,1,0,OTHERS
D1044,I got charged twice for the same restaurant of ₹1200 on 10/09/2025. Transaction IDs: 154944,1,0,0,0,1,DUPLICATE_CHARGE
D1621,refund pending for a week after i cancelled the order.,0,0,0,1,0,REFUND_PENDING
D1656,"Still waiting for refund after canceled transaction. Please reverse asap, this is urgent.",0,0,0,1,0,REFUND_PENDING
D1166,Double charge: Two debits or one puurchas eat pharmacy minutees apart..,1,0,0,0,1,DUPLICATE_CHARGE
D1255,Payment went through at my end but merchant shows failed—I've been charged.,0,1,0,0,0,FAILED_TRANSACTION
D1113,"was charged again for the same order, looks like a duplicate payment. Transaction IDs: 176319",1,0,0,0,1,DUPLICATE_CHARGE
D1180,"Was charged again for the same order, looks like a duplicate payment. Please reverse asap, this is urgent.",1,0,0,0,1,DUPLICATE_CHARGE
D1466,i didn't authorize this upi transfer. this is definitely fraud.,0,0,1,0,0,FRAUD
D1717,refund pending for a week after i cancelled the order.,0,0,0,1,0,REFUND_PENDING
D1724,"Payment unclear — says processed but merchant not received. Please reverse asap, this is urgent.",0,0,0,1,0,OTHERS
D1756,Chargeback requested as I don't recognize this card txn.,0,0,0,0,0,OTHERS
D1588,Refund pending for a week after I cancelled the order.,0,0,0,1,0,REFUND_PENDING
D1377,"My payment failed on gateway but ammoutn got deducted, pls reverse",0,0,0,0,0,FAILED_TRANSACTION
D1624,Still waiting for refund after canceled transaction. Transaction IDs: 254655,0,0,0,1,0,REFUND_PENDING
D1248,UPI failed but I got debited. Status shows FAILED.,0,1,0,0,0,FAILED_TRANSACTION
D1136,charged twice. 2 entries for same txn id at electronics shop. I have screenshots if needed.,1,0,0,0,1,DUPLICATE_CHARGE
D1160,"I see a duplicate transaction of ₹750 for same merchant, pls help.",1,0,0,0,1,DUPLICATE_CHARGE
D1481,i did not make this payment. this is fraud. pls help,0,0,1,0,0,FRAUD
D1775,gt two upi debit messagesf or one qr sscan — unusre whatt happened.,0,0,0,0,0,OTHERS
D1737,My NEFT credited to wrong beneficiary per my statement.,0,0,0,0,0,OTHERS
D1139,"Was charged again for the same order, looks like a duplicate payment. pls help",1,0,0,0,1,DUPLICATE_CHARGE
D1404,Transaction shows FAILED but money was debited from my account.,0,0,0,0,0,FAILED_TRANSACTION
D1059,"Duplicate charge: Was charged againn fo rthe same order, looks likee a duupllcate payment",1,0,0,0,1,DUPLICATE_CHARGE
D1517,I didn't auuhtoriz ethis UPI transfer. This is definitely fraud.,0,0,1,0,0,FRAUD
D1513,"Unauthorised transaction: Not my transaction. Someone used my card, it's unauthorised.",0,0,1,0,0,FRAUD
D1022,"I got charged twice for the same mmobilee rechar eof ₹1,,999 a week ago.",1,0,0,0,1,DUPLICATE_CHARGE
D1526,"Suspicious txn on my account, please investigate — not me. I have screenshots if needed.",0,0,1,0,0,FRAUD
D1279,Payment went through at my end but merchant shows failed—I've been charged. I have screenshots if needed.,0,1,0,0,0,FAILED_TRANSACTION
D1176,"Was charged again fort he same order, looks like a dulpiate ayment. pls heelp",1,0,0,0,1,DUPLICATE_CHARGE
D1334,Payment failed but bank debited me; transaction status is FAIL.,0,1,0,0,0,FAILED_TRANSACTION
D1009,"I see a duplicate transaction of ₹99 for same merchant, pls help.",1,0,0,0,1,DUPLICATE_CHARGE
D1252,Failed transaction: UPI aiileed butt I gotd ebited. Status showss FALEDD.,0,1,0,0,0,FAILED_TRANSACTION
D1192,"was charged again fo rthe same order, looks like a duplicate payment.",1,0,0,0,1,DUPLICATE_CHARGE
D1726,Payment unclear — says processed but merchant not received. refund pending.,0,0,0,1,0,OTHERS
D1157,Double charge: Two debits for one purrchase at icketing site minutesapatr.,1,0,0,0,1,DUPLICATE_CHARGE
D1727,Chargeback requested as I don't recognize this card txn.,0,0,0,0,0,OTHERS
D1378,"MMy paymen tfailed on gatewy but amount got dedccted, pls reverse.",0,1,0,0,0,FAILED_TRANSACTION
D1767,EMII card was chared twice thiis onmth (nott sure why). pls help refund pending.,0,0,0,1,1,OTHERS
D1474,Unauthorized transaction on my card — suspicious charge I didn't do.,0,0,1,0,0,FRAUD
D1128,"i was debited two times, same txn, same amount. charged twice! I contacted merchant but no response.",1,0,0,0,1,DUPLICATE_CHARGE
D1547,I didn't authorize this UPI transfer. This is definitely fraud.,0,0,1,0,0,FRAUD
D1184,"I was debited two times, same txn, same amount. charged twice!",1,0,0,0,1,DUPLICATE_CHARGE
D1791,My NEFT credited to wrong beneficiary per my statement.,0,0,0,0,0,OTHERS
D1104,"Was charged again for the same order, looks like a duplicate payment.",1,0,0,0,1,DUPLICATE_CHARGE
D1749,my neft credited to wrong beneficiary per my statement. refund pending.,0,0,0,1,0,OTHERS
D1079,"Double charge: duplicated charge for ₹2,300.00 — I only did the payment once.",1,0,0,0,1,DUPLICATE_CHARGE
D1730,"Suspicious txn: Payment stuck in pending, not sure if merchant got it. pls help",0,0,1,0,0,OTHERS
D1618,"refund waiting, merchant says refunded but not in my bank. Please reverse asap, this is urgent.",0,0,0,1,0,REFUND_PENDING
D1779,Got two UPI debit messages for one QR scan — unsure what happened.,0,0,0,0,0,OTHERS
D1018,"Double charge: Doublec harge on card for ₹1,999 at elecroncs shop. Please refund.",1,0,0,1,1,DUPLICATE_CHARGE
D1242,NEFT failed but amount not reversed yet. refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1172,"Was charged again for the same order, looks like a duplicate payment.",0,0,0,0,1,DUPLICATE_CHARGE
D1434,payment failed but bank debited me; transaction status is fail. refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1482,I did not make htis payment. This is fraud.,0,0,1,0,0,FRAUD
D1562,"Still waiting for refund after canceled transaction. Please reverse asap, this is urgent.",0,0,0,1,0,REFUND_PENDING
D1296,"my payment failed on gateway but amount got deducted, pls reverse. Transaction IDs: 566843",0,1,0,0,0,FAILED_TRANSACTION
D1181,"i was debited two times, same txn, same amount. charged twice!",1,0,0,0,1,DUPLICATE_CHARGE
D1671,"Refund waiting, merchant says refunded but not in my bank.",0,0,0,1,0,REFUND_PENDING
D1587,"Refund not received, I've been waiting for days.",0,0,0,1,0,REFUND_PENDING
D1054,charged twice. 2 entries for same txn id at petrol pump.,1,0,0,0,1,DUPLICATE_CHARGE
D1636,Refund for acnceled order not processed yet.,0,0,0,1,0,REFUND_PENDING
D1770,Got two UPI debit messages for one Q scan — unsure hat happend.,0,0,0,0,0,OTHERS
D1238,"My payment failed on gateway but amount got deducted, pls reverse.",0,1,0,0,0,FAILED_TRANSACTION
D1069,"Double charge: I was debite twtimes, samtxn, samme aamuont.. chaagred ttwie!",1,0,0,0,1,DUPLICATE_CHARGE
D1534,Unauthorized transaction on my card — suspicious charge I didn't do. Transaction IDs: 142942,0,0,1,0,0,FRAUD
D1171,charged twice. 2 entries for same txn id at ticketing site.,1,0,0,0,1,DUPLICATE_CHARGE
D1320,Failed transaction but money taken out of my savings account. refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1420,Payment failed but bank debited me; transaction status is FAIL. refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1774,EEMI card wa schargeedd twice this month (not sure hwy).,0,0,0,0,1,OTHERS
D1191,"I see a duplicate transaction of ₹750 for same merchant, pls help.",1,0,0,0,1,DUPLICATE_CHARGE
D1286,Failed transaction but money taken out of my savings account. refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1800,"Suspicious txn: Payment stuck in pending, not sure if merchant got it. pls help I contacted merchant but no response.",0,0,1,0,0,OTHERS
D1146,Double charge: duplicated charge for ₹750 — I only did the payment once. I contacted merchant but no response.,1,0,0,0,1,DUPLICATE_CHARGE
D1301,Payment went through at my end but merchant shows failed—I've been charged. I have screenshots if needed.,0,0,0,0,0,FAILED_TRANSACTION
D1153,double charge on card for ₹499 at pharmacy. please refund. pls help,1,0,0,1,1,DUPLICATE_CHARGE
D1464,I didn't authorize this UPI transfer. This is definitely fraud.,0,0,1,0,0,FRAUD
D1794,EMI card was charged twice this month (not sure why). pls help,0,0,0,0,1,OTHERS
D1538,"This looks like fraud, I didn't authorize this debit.",0,0,1,0,0,FRAUD
D1082,"Double charge: duplicated charge for ₹2,300.00 — i only did the payment once.",1,0,0,0,1,DUPLICATE_CHARGE
D1257,Transaction shows FAILED but money was debited from my account.,0,1,0,0,0,FAILED_TRANSACTION
D1052,"Was charged again for the same order, looks like a duplicate payment.",1,0,0,0,1,DUPLICATE_CHARGE
D1567,"Refund not received, I''ve been waitingfor days. I contacted merchant but no response.",0,0,0,1,0,REFUND_PENDING
D1713,Refund hasn't come back to my account after the seller cancelled.,0,0,0,1,0,REFUND_PENDING
D1631,"Refund waiting, merchant says refunded but not in my bank.",0,0,0,1,0,REFUND_PENDING
D1095,charged twice. 2 entries for same txn id at utility bill. pls help,1,0,0,0,1,DUPLICATE_CHARGE
D1163,double chaarge on card or 75 at onlinne marketlpae. plase refund.,1,0,0,1,1,DUPLICATE_CHARGE
D1725,"payment stuck in pending, not sure if merchant got it. I have the SMS and bank statement.",0,0,0,0,0,OTHERS
D1093,"I was debited two times, same txn, same amount. charged twice! pls help",1,0,0,0,1,DUPLICATE_CHARGE
D1792,Payment unclear — says processed but merchant not received.,0,0,0,1,0,OTHERS
D1050,"Was charged again for the same order, looks like a duplicate payment. Please reverse asap, this is urgent.",1,0,0,0,1,DUPLICATE_CHARGE
D1374,Failed transaction but money taken out of my savings account.,0,1,0,0,0,FAILED_TRANSACTION
D1391,Failed transaction but money taken out of my savings account. refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1038,charged twice. 2 entries for same txn id at mobile recharge.,1,0,0,0,1,DUPLICATE_CHARGE
D1201,Payment failed but bank debited me; transaction status is FAIL.,0,1,0,0,0,FAILED_TRANSACTION
D1544,"suspicious txn on my account, please investigate — not me.",0,0,1,0,0,FRAUD
D1614,refund pending for a week after i cancelled the order. I have screenshots if needed.,0,0,0,1,0,REFUND_PENDING
D1530,"This looks like fraud, I didn't authorize this debit. pls help",0,0,1,0,0,FRAUD
D1661,"Refund waiting, merchant says refunded but not in my bank. I contacted merchant but no response.",0,0,0,1,0,REFUND_PENDING
D1600,refund pending for a week after i cancelled the order. I contacted merchant but no response.,0,0,0,1,0,REFUND_PENDING
D1225,failed transaction but money taken out of my savings account.,0,1,0,0,0,FAILED_TRANSACTION
D1173,Double charge: Two debits for one purchase at ticketing site minutes apart.,1,0,0,0,1,DUPLICATE_CHARGE
D1162,"I got charged twice for the same restaurant of ₹1,999 on 10/09/2025.",1,0,0,0,1,DUPLICATE_CHARGE
D1491,Unauthorized transaction on my card — sspicious charge I dint o.,0,0,1,0,0,FRAUD
D1267,Failed transsactoin but money taken out of my savings ccaoutn.,0,1,0,0,0,FAILED_TRANSACTION
D1376,Failed transaction: Failde transactin obut money taken ot of my saavings account. Transaction IDs: 154629,0,1,0,0,0,FAILED_TRANSACTION
D1276,Failed transaction but money taken out of my savings account. refund not yet received.,0,1,0,1,0,FAILED_TRANSACTION
D1235,UPI failed but I got debited. Status shows FAILED.,0,1,0,0,0,FAILED_TRANSACTION
D1357,upi failed but i got debited. status shows failed. I contacted merchant but no response.,0,1,0,0,0,FAILED_TRANSACTION
D1262,Payment failed but bank debited me; transaction status is FAIL.,0,1,0,0,0,FAILED_TRANSACTION
D1448,"This looks like fraud, I didn't authorize this debit. I have screenshots if needed.",0,0,1,0,0,FRAUD
D1092,"Was charged again for the same order, looks like a duplicate payment.",1,0,0,0,1,DUPLICATE_CHARGE
D1435,NEFT failed buta mount not revrsed te. plss help Transaction IDs: 675069,0,1,0,0,0,FAILED_TRANSACTION
D1457,"Unauthorised transaction: Not my transaction. Someone used my card, it's unauthorised.",0,0,1,0,0,FRAUD
D1742,MII card was charged twice this mont h(not sure hy).,0,0,0,0,1,OTHERS
D1447,i did not make thsi pyment. this iss fraud.,0,0,1,0,0,FRAUD
D001,I did not authorize this transaction from my card. It is fraud.,0,0,1,0,0,FRAUD
D002,"My UPI transfer failed, but the amount was debited from my account and has not been reversed.",0,1,0,1,0,FAILED_TRANSACTION
D003,Charged me twice for the same coffee at Starbucks. The transactions were minutes apart.,1,0,0,0,1,DUPLICATE_CHARGE
D004,"I canceled my order with Myntra last week, but I'm still waiting for the refund.",0,0,0,1,0,REFUND_PENDING
D005,Transaction showing processed but beneficiary has not received the funds.,0,0,0,0,0,OTHERS
D006,Got two debit messages for one QR scan at the local kirana store. This is a duplicate payment.,1,0,0,0,1,DUPLICATE_CHARGE
D007,This payment to an international website looks very suspicious. I've never used this site.,0,0,1,0,0,FRAUD
D008,"NEFT transfer timed out and failed, but the amount is not yet credited back.",0,1,0,1,0,FAILED_TRANSACTION
D009,"My flight was canceled by Indigo, but the refund is not yet processed.",0,0,0,1,0,REFUND_PENDING
D010,"The transaction failed at the POS machine, but I still got a debit SMS.",0,1,0,0,0,FAILED_TRANSACTION
D011,I got charged twice for my monthly gym subscription this month.,1,0,0,0,1,DUPLICATE_CHARGE
D012,Payment status is stuck in pending. Did the merchant receive it or not?,0,0,0,0,0,OTHERS
D013,Unauthorised charge on my account. It was not me.,0,0,1,0,0,FRAUD
D014,"The payment gateway showed an error, but my account was debited.",0,1,0,0,0,FAILED_TRANSACTION
D015,"I returned a product to Amazon, waiting for my money back.",0,0,0,1,0,REFUND_PENDING
D016,"Paid my credit card bill, but the app shows a failed transaction with money deducted.",0,1,0,0,0,FAILED_TRANSACTION
D017,Someone made a fraudulent transaction using my details.,0,0,1,0,0,FRAUD
D018,Billed again for the same item within seconds. Please reverse the duplicate charge.,1,0,0,0,1,DUPLICATE_CHARGE
D019,"The merchant told me the transaction was canceled, where is my refund?",0,0,0,1,0,REFUND_PENDING
D020,My UPI payment failed but money not refunded yet.,0,1,0,1,0,FAILED_TRANSACTION
D021,This transaction was not made by me. This looks like a fraud.,0,0,1,0,0,FRAUD
